post_id,h1,h2,h3,h4,h5,h6,h7,h8,title,reasoning
5ff2832600000000010063f0,1,0,0,0,0,0,0,0,Girl’s talk真心话碎碎念✈️ 错过再等一年,The title suggests a conversation or series of thoughts from someone who might miss an opportunity next year due to their current actions.
61f68f2f000000002103c81b,1,0,0,0,0,0,0,0,快来捡漏手慢无🙊 发现2⃣个清宝藏铺,"The title mentions 'hand over quickly' which implies urgency due to limited availability, potentially causing FOMO among viewers who miss this opportunity."
621b877900000000010295c0,0,1,0,0,0,0,0,0,太爽了吧！超厉害的省钱秘密！看完省下一个亿,The title highlights financial savings ('省钱') which can trigger gain appeal motivation among readers.
63f6e3330000000013010a72,0,1,0,0,0,0,0,0,写小说必备工具：专治词汇量匮乏，文笔不好,The title highlights tools specifically aimed at improving writing abilities such as vocabulary quantity and prose quality without mentioning any potential consequences of non-action.
63f743c5000000001300fafe,0,0,0,0,0,0,0,0,鱼丸的书桌介绍来了🤗,The title introduces someone named '鱼丸' without providing additional context or incentives related to actions leading to consequences.
63f749f90000000013031e65,0,1,0,0,0,0,0,0,两人共同努力的第二套房、不敢发朋友圈的家,"The title highlights the effort put into achieving something valuable ('second home'), which could trigger feelings of pride or pressure due to societal expectations related to homeownership."
63f74e4e00000000130335b1,1,0,0,0,0,0,0,0,血泪教训😭全屋定制坑人地方太多了‼️,"The title mentions potential pitfalls ('血泪教训') related to full-house customization services without providing concrete examples or consequences, which aligns with the concept of FOMO."
63f820da0000000013009224,0,0,0,1,0,0,0,0,麻雀虽小五脏俱全,"The phrase ""麻雀虽小五脏俱全"" suggests completeness despite smallness, which can create an anomaly and novelty effect."
63f8392d0000000014027f6a,0,0,1,1,1,0,0,0,深蹲进阶‼️从半蹲到全蹲，我做对了什么,"The title compares deep squats from half-squats to full squats using contrasting visuals and text, highlighting differences."
63f861c1000000001303c6e1,0,1,0,0,0,0,0,0,极简风客厅｜没想到亮面砖通铺既简约又通透,The title highlights an unexpected benefit ('没有想到') from using glossy tiles which creates a minimalist aesthetic while maintaining transparency.
63f8635f00000000130166f4,0,0,1,1,1,0,0,0,案例专辑❤️学习 | 厂区更新,"The images show before-and-after comparisons of industrial park updates, highlighting differences visually which can trigger curiosity."
