post_id,h1,h2,h3,h4,h5,h6,h7,h8,title,reasoning
5ff2832600000000010063f0,1,0,0,0,0,1,0,0,Girl’s talk真心话碎碎念✈️ 错过再等一年,FOMO+女性群体标签
61f68f2f000000002103c81b,1,1,0,0,0,0,0,0,快来捡漏手慢无🙊 发现2⃣个清宝藏铺,暗示手慢无会错过优惠，同时展示低价好处
621b877900000000010295c0,0,1,0,1,1,0,0,0,太爽了吧！超厉害的省钱秘密！看完省下一个亿,提供省钱秘诀，展示贵vs替换词对比
63f6e3330000000013010a72,0,1,0,0,0,0,0,0,写小说必备工具：专治词汇量匮乏，文笔不好,提供写作工具解决词汇匮乏问题的好处
63f743c5000000001300fafe,0,0,0,0,0,1,0,0,鱼丸的书桌介绍来了🤗,使用'鱼丸'作为群体标签，展示特定群体的
63f749f90000000013031e65,0,0,0,0,1,0,1,0,两人共同努力的第二套房、不敢发朋友圈的家,对比'第二套房'与'不敢发朋友圈'形成反
63f74e4e00000000130335b1,1,1,0,0,0,0,0,0,血泪教训😭全屋定制坑人地方太多了‼️,不选全屋定制会被坑，提供避坑经验
63f820da0000000013009224,0,1,0,0,0,0,0,0,麻雀虽小五脏俱全,展示小空间内功能齐全的好处
63f8392d0000000014027f6a,0,1,0,0,1,0,0,0,深蹲进阶‼️从半蹲到全蹲，我做对了什么,提供深蹲进阶技巧，带来健身效果提升的好处
63f861c1000000001303c6e1,0,1,0,1,0,0,0,0,极简风客厅｜没想到亮面砖通铺既简约又通透,提供简约通透的装修效果，带来空间感好处
63f8635f00000000130166f4,0,1,0,0,0,0,0,0,案例专辑❤️学习 | 厂区更新,提供案例学习资源，有学习收获的好处
63f8c49300000000270018eb,0,1,0,0,0,0,0,0,“乡村振兴”话题范文积累,提供乡村振兴范文，帮助写作，有学习收益
63f8cbd5000000001303e2db,0,1,0,0,1,0,0,0,减肥干货｜瘦了二十斤的经验分享,提供减肥经验带来健康好处，展示前后对比
63f94b290000000011012acf,0,1,0,0,0,0,1,0,🍃气质可比五官重要多了 开肩薄背-练好体态,提供练习体态的好处：提升气质
63f9f8760000000014026ccb,0,0,1,0,0,1,0,0,3.6版本卡池复刻角色！有你想要的角色吗？,信息缺口+游戏玩家群体标签
63faaa4f000000001300936d,0,0,0,1,0,1,0,0,极限拉扯,使用'极限'词汇包装成罕见成就，且针对游
63fb0b1f000000001303e428,0,1,0,0,0,0,0,0,小户型就做原木风吧，有阳光的时候很舒服😌,提供舒适感的好处，阳光照射时更舒适
63fb4b9a0000000013033498,0,1,0,1,0,0,0,1,木工说: 真佩服你为了打柜子 还特意学画图！,学习技能获益+木工专业人士背书
63fb616b000000001303f1a3,0,0,0,0,0,1,0,0,麻了麻了已经无从下手了家人们,使用'家人们'群体标签并寻求群体共鸣
63fc5bfb000000000800fa66,0,0,0,0,1,1,0,1,长期以来，我们的教师观多少有些问题,对比传统与新教师观，涉及教师群体，有权威
63fc76ed0000000013034982,0,1,0,0,0,1,0,0,一次谷子桌面收纳开箱！,提供收纳方案带来整洁好处，同时针对二次元
63fd950d0000000013004d3c,1,1,0,0,0,1,0,0,🈲绝对不能和同事说的8句话❗职场社交禁,不说禁忌话的代价是职场失败，同时提供职场
63fda221000000001203c802,0,1,0,0,0,0,0,0,分享一个减脂期也能吃的抹茶酱！！,强调减脂期也能吃，提供健康饮食好处
63fdd3a5000000000800fda8,0,1,0,0,0,0,0,0,一个小细节能让你家瞬间变高级！,强调只需100+元就能提升家居品质
63fe2ed60000000011011e91,0,0,0,0,0,1,0,0,会计转行摆摊的第7天,提到'会计转行'群体标签
63fe48da000000000800d387,0,1,0,0,0,1,0,0,春天的第一条仙女裙,提供春季穿搭建议，暗示能变美；仙女群体标
63fee9e4000000000800d954,0,0,0,0,0,1,0,0,看完第八集久久不能从情绪中出来💧,针对剧集观众群体的情感共鸣
64000353000000000800d341,0,1,0,0,1,1,0,0,厦门的小马尔代夫🏝️本地人的小众景点,提供小众景点信息，节省旅行规划时间
64014e010000000013036e75,0,1,0,0,0,0,0,0,🎺甜蜜庆典小旗子🎉送朋友的永远不觉得麻烦,提供制作旗子的方法，带来友谊和庆祝的情感
6401a0eb0000000027028610,0,1,0,0,0,1,0,0,《乌梅子酱》光遇简谱,提供游戏乐谱技能，方便玩家演奏
6401c9b70000000013034699,0,0,0,1,0,0,0,0,你们是认真的吗，这是自带杯？！,使用'认真的吗'和'?!'表达惊讶，包装
6404458b00000000130151cc,0,1,0,0,0,0,0,0,家宴｜8道春天时令菜2小时花费173元（附教程,提供省钱做菜方法，节省时间和金钱
64047bdd00000000270291e1,0,0,0,0,0,1,0,0,宿舍美食大赏🥣,标题中'宿舍'是群体标签，美食大赏针对宿
6404a61b000000001203e91e,0,1,0,0,0,1,0,0,175 146微胖｜早春氛围感辣妹穿搭🎐请查收！,提供穿搭技巧帮助微胖女性变得更有氛围感
64060cad000000000800e44b,0,1,0,1,0,0,0,0,杭州西湖边！！7个菜95r😭😭！！！,强调西湖边95元7个菜的超值性，突出惊人
