post_id,h1,h2,h3,h4,h5,h6,h7,h8,title,reasoning
5ff2832600000000010063f0,1,0,0,0,0,0,0,0,Girl’s talk真心话碎碎念✈️ 错过再等一年,包含FOMO式紧迫感
61f68f2f000000002103c81b,1,0,0,0,0,0,0,0,快来捡漏手慢无🙊 发现2⃣个清宝藏铺,含FOMO类表述
621b877900000000010295c0,1,1,0,1,0,0,1,0,太爽了吧！超厉害的省钱秘密！看完省下一个亿,包含FOMO和成本损
63f6e3330000000013010a72,1,1,0,0,0,0,0,0,写小说必备工具：专治词汇量匮乏，文笔不好,Title ment
63f743c5000000001300fafe,0,0,0,0,0,0,0,0,鱼丸的书桌介绍来了🤗,无心理钩子元素
63f749f90000000013031e65,0,1,0,0,0,0,0,0,两人共同努力的第二套房、不敢发朋友圈的家,分析心理钩子元素
63f74e4e00000000130335b1,1,0,0,0,0,0,0,0,血泪教训😭全屋定制坑人地方太多了‼️,警告性标题提及潜在损
63f820da0000000013009224,0,0,0,0,0,0,0,0,麻雀虽小五脏俱全,无显著心理钩特征
63f8392d0000000014027f6a,0,0,0,0,1,0,0,0,深蹲进阶‼️从半蹲到全蹲，我做对了什么,存在视觉对比结果
63f861c1000000001303c6e1,0,0,0,0,0,0,0,0,极简风客厅｜没想到亮面砖通铺既简约又通透,标题为设计分享，无强
63f8635f00000000130166f4,0,0,0,0,1,0,0,0,案例专辑❤️学习 | 厂区更新,Before/aft
63f8c49300000000270018eb,0,0,0,0,0,0,0,0,“乡村振兴”话题范文积累,无心理钩子相关元素
63f8cbd5000000001303e2db,1,1,0,0,1,0,0,0,减肥干货｜瘦了二十斤的经验分享,Before/aft
63f94b290000000011012acf,1,1,0,0,0,0,1,0,🍃气质可比五官重要多了 开肩薄背-练好体态,存在FOMO、社会比
63f9f8760000000014026ccb,1,0,1,0,0,0,0,0,3.6版本卡池复刻角色！有你想要的角色吗？,FOMO trigg
63faaa4f000000001300936d,0,0,0,0,0,0,0,0,极限拉扯,标题和图像无明确心理
63fb0b1f000000001303e428,0,1,0,0,0,0,0,0,小户型就做原木风吧，有阳光的时候很舒服😌,提供设计建议，无显著
63fb4b9a0000000013033498,1,1,0,0,0,0,0,0,木工说: 真佩服你为了打柜子 还特意学画图！,包含行动成本与社交比
63fb616b000000001303f1a3,0,0,0,1,0,1,0,0,麻了麻了已经无从下手了家人们,含情绪化表达与群体标
63fc5bfb000000000800fa66,0,0,0,0,0,0,0,0,长期以来，我们的教师观多少有些问题,无显著心理钩特征
63fc76ed0000000013034982,0,0,0,0,0,0,0,0,一次谷子桌面收纳开箱！,无显著心理钩特征
63fd950d0000000013004d3c,1,0,0,1,1,0,0,0,🈲绝对不能和同事说的8句话❗职场社交禁,风险警示+对比型钩子
63fda221000000001203c802,0,1,0,0,0,0,0,0,分享一个减脂期也能吃的抹茶酱！！,标题包含分享和减脂期
63fdd3a5000000000800fda8,1,1,0,1,1,0,0,0,一个小细节能让你家瞬间变高级！,Title sugg
63fe2ed60000000011011e91,0,0,0,0,0,0,0,0,会计转行摆摊的第7天,无心理钩子元素
63fe48da000000000800d387,0,0,0,0,0,0,0,0,春天的第一条仙女裙,无显著心理钩特征
63fee9e4000000000800d954,0,0,0,0,0,0,0,0,看完第八集久久不能从情绪中出来💧,无明确钩子元素
64000353000000000800d341,1,0,0,1,0,0,0,0,厦门的小马尔代夫🏝️本地人的小众景点,h4有倾向性，其他钩
64014e010000000013036e75,0,0,0,0,0,0,0,0,🎺甜蜜庆典小旗子🎉送朋友的永远不觉得麻烦,无显著心理钩特征
6401a0eb0000000027028610,0,0,0,0,0,0,0,0,《乌梅子酱》光遇简谱,仅分享音乐简谱，无心
6401c9b70000000013034699,1,0,0,1,0,0,0,0,你们是认真的吗，这是自带杯？！,"h1,h4 pres"
6404458b00000000130151cc,0,0,0,1,0,0,0,0,家宴｜8道春天时令菜2小时花费173元（附教程,包含成本惊喜与效率对
64047bdd00000000270291e1,0,0,0,0,0,0,0,0,宿舍美食大赏🥣,无显著心理钩子元素
6404a61b000000001203e91e,0,0,0,0,0,0,0,0,175 146微胖｜早春氛围感辣妹穿搭🎐请查收！,无明确钩子元素
64060cad000000000800e44b,0,1,0,1,0,0,0,0,杭州西湖边！！7个菜95r😭😭！！！,分享低价美食，提供实
640617350000000013036938,1,0,0,0,0,0,1,0,不极致但舒适！simple pieces全系测评！,含对比与潜在FOMO
64068a19000000001300f638,0,0,0,0,0,0,0,0,🇯🇵学美容学生的粉色房间分享,展示粉色房间分享，无
64068c990000000014026d70,1,0,0,0,0,0,0,0,公务员面试：帮忙帮出了麻烦怎么办？,呈现面试问题场景，有
6406acf70000000013035f5c,1,0,0,0,1,0,0,0,🆘那些陪我瘦了20斤的低卡好物合集～,提到减肥成果与低卡食
6406cf180000000013033ea6,0,0,0,0,0,0,0,0,教资科二超高频考点,无显著心理钩特征
64072c240000000013005abc,0,1,0,0,0,0,0,0,花费3.2💰00后实习生下班如何快速吃上饭！,标题提供解决方案，符
640747000000000013016c25,0,0,0,0,0,0,0,0,原来恋爱脑➕粘人精是纯爱顶配啊,无明确心理钩子特征
6407526d000000001300be22,0,0,0,1,0,0,0,0,5篇笔记涨粉10w，我做梦都不敢这么想,标题呈现惊人数据对比
640842690000000013014e14,0,0,0,0,0,0,0,0,来重庆🚉拍完李子坝轻轨还有更好看的小黄楼,无显著心理钩特征
64084dde000000001402513d,1,0,0,0,0,0,0,0,保持饥饿感不仅仅会让你瘦,标题暗示不维持饥饿感
640854ca000000001300a2ac,0,0,0,0,0,0,0,0,寄生世界（33）：寄生等级达到5阶段,无显著钩型元素
6408a15d0000000027013919,1,0,0,0,0,0,0,0,实习报告怎么写 | 阿欢给你一步到位✨,标题包含解决方案，暗
6408a916000000000703b988,1,0,0,1,1,0,1,0,🔥一周瘦一圈🔥全程无跑跳,before/aft
640949ff000000001203e582,0,0,0,0,1,0,0,0,两手攀足固肾腰，八段锦易错动作解析,Clear visu
6409663f000000001300938b,1,0,1,0,0,0,0,0,重庆本地人爱吃的40家小面！你们吃过几家？,FOMO and s
64096fad00000000130152b3,0,0,0,0,0,0,0,0,入夏咯/短袖裙子穿一穿,无显著心理钩特征
6409b38e000000001300113e,0,0,0,0,0,0,0,0,Vlog/㊙️制豪华版酸辣粉&荠菜包子&灌汤肉包,无显著心理钩特征
6409c2ce000000002700342a,0,0,0,0,0,0,0,0,宝子们！我腿瘦了！,无显著心理钩特征
6409cfca0000000013003880,0,0,0,1,0,0,0,0,终于！吃到临海这家超火的台湾菜啦！,提到超火餐厅，暗示稀
6409d17d0000000014024051,1,0,1,1,1,0,1,0,瘦70斤饮食技巧篇，想在夏天前瘦必看❗️,包含FOMO、稀缺性
6409f6a0000000000800f17e,0,0,0,0,0,0,0,0,我被爸爸说的谎话 感动了,无显著钩子元素
640a6bc600000000130352a3,0,0,0,0,0,0,0,0,职场人设是个好东西,无显著心理钩元素
640a8a150000000013000408,0,0,0,0,0,0,0,0,教资语文科三案例分析题模板,无显著心理钩特征
640aa99200000000130320b3,0,0,0,0,0,0,0,0,當香港的霓虹燈招牌越來越少.,无任何钩子迹象
640aada70000000013011d15,0,0,0,1,0,0,0,0,这棵茶花简直就是人间香奈儿我的梦中情花,使用夸张比喻将茶花比
640ab298000000001301379c,0,0,0,0,0,0,0,0,怎么回事呀！又有书生气又有小心机的感觉！,无显著心理钩特征
640abf31000000001402645b,0,0,0,1,0,0,0,0,巨型玫瑰气球，春天的感觉立马来啦 | 📍洛阳,检查各钩，仅h4符合
640ac8c8000000002702b957,0,0,0,0,0,0,0,0,喜欢的裤子分享✨工装裤/灯笼裤/牛仔裤🎧,无显著心理钩子元素
640ad72c000000001300e405,0,1,0,0,0,0,0,0,粉丝说：你家真的好漂亮！,展示被称赞的美丽家居
640af41800000000130109bc,0,0,0,0,0,0,0,0,奶派甜心 软软糯糯哒～,无显著心理钩特征
640afb8f0000000012031412,0,0,0,0,0,0,0,0,尝试一个新look 🫧•͈ᴗ⁃͈★小个子西装搭配,无显著钩子元素
640affb10000000013002caf,0,0,0,0,0,0,0,0,实习生下班如何十分钟做一顿饭！,无显著心理钩特征
640b044c000000001300fccb,0,0,0,0,0,0,0,0,喝完这杯我就要去打盹儿了～,无显著心理钩特征
640b09da000000001300b951,1,0,1,0,1,0,0,0,体会到了谢娜瘦20斤的快乐！不仅如此还发现,包含FOMO、对比和
640b2a29000000002702992f,0,0,0,0,0,0,0,0,如何激发他对你的分享欲？,无显著心理钩子元素
640b2baf0000000013011ad5,1,1,0,0,0,0,0,0,每个月做好账记得会计科目自查 新手收藏🔥,分析包含行动建议与新
640b2dc9000000000800c5d6,0,1,0,0,0,0,0,0,红枣造型馒头✨ 简单易学 一口一个超满足😋,包含风格化呈现，无其
640b4bb5000000001303547e,1,1,0,0,0,0,0,0,明星博主纯欲泳衣合集🧊这身材我先流口水🤤,含FOMO和社交验证
640bd7670000000011010d39,0,0,0,0,0,0,0,0,蔬菜花园 搭架子,无显著心理钩特征
640bd83a00000000130036bd,0,0,0,0,0,0,0,0,周末大饭店复工,无心理钩子元素
640be791000000000800f596,1,0,0,0,0,0,0,0,草缸造景全过程值得收藏,FOMO-orien
640bf4d100000000130148d0,0,0,0,0,0,0,0,0,分享四款低卡减脂餐（十八）,无心理钩子元素
640c0e24000000001300e62a,0,0,0,0,0,0,0,0,美式装修｜物业说你家好像样板房！！！,无显著心理钩子元素
640c1588000000002701246b,1,0,0,0,0,0,0,0,教招必看🔥2分钟自我介绍示范💯,标题含'必看''🔥'
640c2da6000000001203de4e,0,0,0,1,0,0,0,0,老公点名要拍的光影婚纱照✨也太高级了吧,标题用'也太高级了吧
640c495a0000000013001c27,1,0,0,0,1,0,0,0,瘦71斤女生，佛系减肥日记！,标题包含减重对比和饮
640c6ac9000000000800ee05,0,0,0,0,0,0,0,0,小个子校园穿搭🎒牛仔裤也太青春学妹噜！🎓,标题为校园穿搭展示，
640c8c940000000013031ee9,0,0,0,0,0,0,0,0,在武汉！！两天吃了18顿！！！,标题强调数量，无明确
640c93cb0000000013033e3e,1,1,0,0,0,0,0,0,腿粗梨形🍐春夏半身裙🈴️集✨显瘦显腿长‼️,FOMO & sty
640d325a000000000800f380,1,0,0,0,1,0,0,0,当我开始和朋友用两种不同的方式减肥,存在视觉对比和行动成
640d697200000000270114bb,0,0,0,0,0,0,0,0,经济周期与职业选择1,无显著心理钩子元素
640d7953000000001303197c,0,0,0,0,0,0,1,0,发现淘金比东山口好拍照,标题包含比较，符合h
640da6dd000000001300c764,1,1,0,0,1,0,0,0,瘦小腿巨有效‼️搞定小腿粗壮🔥肌肉腿脂包肌,"h1,h2,h5 p"
640dabb5000000001300a2e5,0,0,0,0,0,0,0,0,法学生是不是应该趁年轻多学一门技术工种,标题为疑问式提问，无
640e73e90000000011010063,0,0,0,0,0,0,0,0,关于宅女同款粉色格子裙配西装 🔗已放,无显著心理钩特征
640ed0870000000027002edf,1,1,0,0,1,0,0,0,这次我要大声说，我瘦60斤啦❗大基数减肥冲,显示明显视觉对比与社
640ef3a000000000130365d7,0,0,0,0,0,0,0,0,熟悉的雪媚娘～,无任何钩子元素
640f03cf00000000130305c4,1,0,0,0,0,0,0,0,软装干货❗️装修选窗帘记住这❻点不踩坑,标题强调干货和避坑，
640f12e0000000000703977f,1,1,0,0,0,0,0,0,164/140微胖女生显瘦短袖分享～,Targeted s
640f241a000000001203c0ff,1,1,0,0,1,1,0,0,🙏请大数据把我推荐给想要廋腿的姐妹🆙,视觉对比+群体标签
640f33f0000000001300cb35,0,1,0,0,0,0,0,0,易碎感瓷娃娃妆容教程🌙,h2 present
640f409900000000270012a3,0,0,0,0,0,0,0,0,别问了！！！在上海！！,无显著心理钩子元素
640f465f0000000013036d92,0,0,0,0,0,0,0,0,厦门氛围餐厅 | 勒威蚝吧,无显著心理钩特征
640ff1660000000013006b94,0,0,0,0,0,0,0,0,🇯🇵东京 新宿的这条巷子就是深夜食堂吧,无显著心理钩子元素
64105d74000000001300924b,1,0,0,0,0,0,0,0,162/120 梨型身材🍐腿粗不p图不拉腿！,h1 present
6410866e000000001303de75,0,1,0,0,0,1,0,0,微胖小个子💒🩰🫧美式甜心穿搭日记160 125,"h2,h6存在"
64113a770000000007038ae2,0,1,0,0,0,0,0,0,勇敢和crush打直球！！第3️⃣弹,标题含行动建议，符合
64119b4f000000001300de36,0,1,0,0,0,0,0,0,小腿围38厘米，喇叭裤+高跟鞋超适合肌肉腿,标题提供风格技巧建议
6411a5f10000000013032a82,0,0,0,0,0,0,0,0,Ab款式美甲 酷酷的美甲 腮红美甲 金属感,无显著心理钩子元素
6411b18200000000270100c5,0,0,0,0,0,0,0,0,精准拿捏：我好像快成恋爱高手了2,标题聚焦关系技巧，无
6411b55c000000002701168b,0,0,0,0,0,0,0,0,超快乐吃吃日常💫春天和快乐一起来啦,无显著心理钩子元素
6411b730000000002702ad92,1,0,0,0,0,1,0,0,摆脱对“异性认可”的依赖才能真自信！,"h1,h6 pres"
6411c6ed000000001203eee8,0,0,0,0,0,0,0,0,有爱真好,无显著心理钩子元素
6411cabb0000000013009c7b,0,0,0,0,0,0,0,0,发饰不是拿来遮丑的（针对自己而言）,无明确心理钩子元素
6411cbdb00000000140262e1,1,1,0,0,0,1,0,0,160/120救…直接眼前一亮！🥀美哭了老婆们！！,Addressing
6411e845000000001303ea00,0,0,0,0,0,0,0,0,学艺术的出路，月入3w的搞钱思路,标题涉及艺术职业与收
6411ff53000000001203eaeb,1,0,0,1,0,0,0,0,一分钟教会你坐澳门发财巴士,标题含时间紧迫性与福
64125a490000000014024c6b,1,1,0,0,0,0,0,0,1688春夏购物分享 绝了绝了 我也太会买了吧,"h1, h2 pre"
64126f58000000001300f725,0,0,0,0,0,0,0,0,早午餐｜牛排餐盘配🍓草莓酸奶碗配燕麦拿铁,无显著心理钩特征
64128b46000000000703b129,0,0,0,0,0,0,0,0,155 78这件长裙完全我的天菜,无显著心理钩特征
64128e8b0000000013031e92,0,0,0,0,0,0,0,0,教程来啦~ 壁纸制作教程 班级文化,无显著心理钩元素
641291890000000011013a04,1,0,0,1,0,1,1,0,如何在北美做一杯好喝的杨枝甘露（缺德舅版）,FOMO+稀缺感
6412979e000000001300b015,0,0,0,0,0,0,0,0,关于报班的想法（结构化面试）,无显著心理钩子元素
6412d95d000000001300124c,0,0,0,0,1,0,0,0,口袋奇兵-小战车,展示数值对比与视觉差
6412db4a0000000013012122,0,0,0,0,0,0,0,0,在成都的巷子里点一整只冒烤鸭是什么体验～,无显著心理钩特征
6412e76e000000000800c4eb,0,0,0,0,0,0,0,0,近期小短甲爆款合集！！,无显著钩子元素
6412f0a7000000000800e2d8,0,0,0,0,0,0,0,0,装修灵感合集·法式极简风/植物搭配的高级感,无显著心理钩子元素
64132382000000001300ab8f,0,1,0,0,0,0,0,0,一周穿搭合集🎪美式校园的一周🧳🪂📗,标题展示多种风格，符
