post_id,title,1,2,3,4,5,6,7,8
5ff2832600000000010063f0,Girl’s talk真心话碎碎念✈️ 错过再等一年,2,0,0,0,0,2,0,0
61f68f2f000000002103c81b,快来捡漏手慢无🙊 发现2⃣个清宝藏铺,0,2,0,0,0,0,0,0
621b877900000000010295c0,太爽了吧！超厉害的省钱秘密！看完省下一个亿,0,2,0,2,0,0,0,1
63f6e3330000000013010a72,写小说必备工具：专治词汇量匮乏，文笔不好,0,2,0,0,0,0,0,0
63f743c5000000001300fafe,鱼丸的书桌介绍来了🤗,0,0,0,0,0,0,0,0
63f749f90000000013031e65,两人共同努力的第二套房、不敢发朋友圈的家,0,2,2,0,2,0,0,0
63f74e4e00000000130335b1,血泪教训😭全屋定制坑人地方太多了‼️,2,1,2,0,0,0,0,0
63f820da0000000013009224,麻雀虽小五脏俱全,0,2,0,0,1,0,0,0
63f8392d0000000014027f6a,深蹲进阶‼️从半蹲到全蹲，我做对了什么,0,2,2,0,2,0,0,0
63f861c1000000001303c6e1,极简风客厅｜没想到亮面砖通铺既简约又通透,0,0,0,0,0,0,0,0
63f8635f00000000130166f4,案例专辑❤️学习 | 厂区更新,0,2,0,0,1,0,0,0
63f8c1d20000000012032891,因为这个水母我可能一个赛季不敢玩蛋仔了,0,0,0,0,0,0,0,0
63f8c49300000000270018eb,“乡村振兴”话题范文积累,0,0,0,0,0,0,0,0
63f8cbd5000000001303e2db,减肥干货｜瘦了二十斤的经验分享,0,2,0,0,2,0,0,0
63f94b290000000011012acf,🍃气质可比五官重要多了 开肩薄背-练好体态,0,2,0,0,0,0,0,0
63f9f8760000000014026ccb,3.6版本卡池复刻角色！有你想要的角色吗？,0,0,2,0,0,0,0,0
63faaa4f000000001300936d,极限拉扯,0,2,0,1,0,0,0,0
63fb0b1f000000001303e428,小户型就做原木风吧，有阳光的时候很舒服😌,0,2,0,0,0,0,0,0
63fb4b9a0000000013033498,木工说: 真佩服你为了打柜子 还特意学画图！,0,2,0,0,0,0,0,0
63fb616b000000001303f1a3,麻了麻了已经无从下手了家人们,0,0,0,0,0,2,0,0
63fc10dd0000000013010d59,媳妇嘴馋校门口炸串，100元做的吓一跳！,0,0,0,2,0,0,0,0
63fc5bfb000000000800fa66,长期以来，我们的教师观多少有些问题,0,0,0,0,0,0,0,0
63fc76ed0000000013034982,一次谷子桌面收纳开箱！,0,2,0,0,2,2,0,0
63fd950d0000000013004d3c,🈲绝对不能和同事说的8句话❗职场社交禁,2,1,2,0,0,0,0,0
63fda221000000001203c802,分享一个减脂期也能吃的抹茶酱！！,0,2,0,0,0,0,0,0
63fdd3a5000000000800fda8,一个小细节能让你家瞬间变高级！,0,2,0,0,0,0,0,0
63fe2ed60000000011011e91,会计转行摆摊的第7天,0,0,0,0,1,0,0,0
63fe48da000000000800d387,春天的第一条仙女裙,0,2,0,0,0,0,0,0
63fee9e4000000000800d954,看完第八集久久不能从情绪中出来💧,0,0,0,0,0,0,0,0
64000353000000000800d341,厦门的小马尔代夫🏝️本地人的小众景点,0,1,0,2,0,0,0,0
64014e010000000013036e75,🎺甜蜜庆典小旗子🎉送朋友的永远不觉得麻烦,0,0,0,0,0,0,0,0
6401a0eb0000000027028610,《乌梅子酱》光遇简谱,0,2,0,0,0,0,0,0
6401c9b70000000013034699,你们是认真的吗，这是自带杯？！,0,0,0,0,0,0,0,0
6404458b00000000130151cc,家宴｜8道春天时令菜2小时花费173元（附教程,0,2,0,0,0,0,0,0
64047bdd00000000270291e1,宿舍美食大赏🥣,0,1,0,0,0,2,0,0
6404a61b000000001203e91e,175 146微胖｜早春氛围感辣妹穿搭🎐请查收！,0,2,0,0,2,0,0,0
64060cad000000000800e44b,杭州西湖边！！7个菜95r😭😭！！！,0,2,0,0,2,0,0,0
640617350000000013036938,不极致但舒适！simple pieces全系测评！,0,2,2,0,0,0,0,0
64068a19000000001300f638,🇯🇵学美容学生的粉色房间分享,0,2,0,0,0,2,0,0
64068c990000000014026d70,公务员面试：帮忙帮出了麻烦怎么办？,0,0,0,0,0,0,0,0
6406acf70000000013035f5c,🆘那些陪我瘦了20斤的低卡好物合集～,0,2,0,0,1,0,0,0
6406cf180000000013033ea6,教资科二超高频考点,0,2,0,0,0,0,0,0
64072c240000000013005abc,花费3.2💰00后实习生下班如何快速吃上饭！,0,2,0,0,0,2,0,0
640747000000000013016c25,原来恋爱脑➕粘人精是纯爱顶配啊,0,1,0,1,0,1,0,0
6407526d000000001300be22,5篇笔记涨粉10w，我做梦都不敢这么想,0,2,0,2,0,0,0,0
6407535a000000002701112f,台中咖啡廳踩點,0,0,0,0,0,0,0,0
640842690000000013014e14,来重庆🚉拍完李子坝轻轨还有更好看的小黄楼,0,2,0,0,0,0,0,0
64084dde000000001402513d,保持饥饿感不仅仅会让你瘦,0,2,2,0,0,0,0,0
640854ca000000001300a2ac,寄生世界（33）：寄生等级达到5阶段,0,2,0,0,0,0,0,0
6408a15d0000000027013919,实习报告怎么写 | 阿欢给你一步到位✨,0,2,0,0,0,0,0,0
6408a916000000000703b988,🔥一周瘦一圈🔥全程无跑跳,0,2,0,0,2,0,0,0
640949ff000000001203e582,两手攀足固肾腰，八段锦易错动作解析,0,2,0,0,2,0,0,0
6409663f000000001300938b,重庆本地人爱吃的40家小面！你们吃过几家？,0,1,0,0,0,2,0,0
64096fad00000000130152b3,入夏咯/短袖裙子穿一穿,0,2,0,0,0,0,0,0
6409b38e000000001300113e,Vlog/㊙️制豪华版酸辣粉&荠菜包子&灌汤肉包,0,0,2,0,0,0,0,0
6409c2ce000000002700342a,宝子们！我腿瘦了！,0,2,0,0,0,0,0,0
6409cfca0000000013003880,终于！吃到临海这家超火的台湾菜啦！,0,2,0,0,0,0,0,0
6409d17d0000000014024051,瘦70斤饮食技巧篇，想在夏天前瘦必看❗️,0,2,0,0,2,0,0,0
6409f6a0000000000800f17e,我被爸爸说的谎话 感动了,0,0,2,0,0,0,0,0
640a6bc600000000130352a3,职场人设是个好东西,0,0,0,0,0,0,0,0
640a8a150000000013000408,教资语文科三案例分析题模板,0,2,0,0,0,0,0,0
640aa99200000000130320b3,當香港的霓虹燈招牌越來越少.,0,0,0,0,0,0,0,0
640aada70000000013011d15,这棵茶花简直就是人间香奈儿我的梦中情花,0,0,0,0,0,0,0,0
640ab298000000001301379c,怎么回事呀！又有书生气又有小心机的感觉！,0,0,0,0,1,0,0,0
640abf31000000001402645b,巨型玫瑰气球，春天的感觉立马来啦 | 📍洛阳,0,2,0,0,0,0,0,0
640ac8c8000000002702b957,喜欢的裤子分享✨工装裤/灯笼裤/牛仔裤🎧,0,2,0,0,0,0,0,0
640ad72c000000001300e405,粉丝说：你家真的好漂亮！,0,2,0,0,0,0,0,0
640af41800000000130109bc,奶派甜心 软软糯糯哒～,0,0,0,0,0,0,0,0
640afb8f0000000012031412,尝试一个新look 🫧•͈ᴗ⁃͈★小个子西装搭配,0,2,0,0,0,0,0,0
640affb10000000013002caf,实习生下班如何十分钟做一顿饭！,0,2,0,0,0,1,0,0
640b044c000000001300fccb,喝完这杯我就要去打盹儿了～,0,0,0,0,0,0,0,0
640b09da000000001300b951,体会到了谢娜瘦20斤的快乐！不仅如此还发现,0,2,1,0,2,0,0,0
640b2a29000000002702992f,如何激发他对你的分享欲？,0,1,2,0,0,1,0,0
640b2baf0000000013011ad5,每个月做好账记得会计科目自查 新手收藏🔥,0,2,0,0,0,0,0,0
640b2dc9000000000800c5d6,红枣造型馒头✨ 简单易学 一口一个超满足😋,0,2,0,0,2,0,0,0
640b4bb5000000001303547e,明星博主纯欲泳衣合集🧊这身材我先流口水🤤,0,2,0,0,2,1,2,0
