class,post_id,title,content,create_at,user_id,liked_count,cover_url,post_url,image_urls,video_url,fans_count
recommend,69060628000000000400732e,京爷即将到期，转生成沪爷，笑～,#落户上海[话题]# #沪爷[话题]# #京爷[话题]# #抽象[话题]#,1762002472000,652c05da000000002a01bf79,2763,http://sns-webpic-qc.xhscdn.com/202511082006/b15a032dbcf2806b175465e77f433eb1/notes_pre_post/1040g3k831obier5ng6e05p9c0ndajfrpe5judi8!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/69060628000000000400732e?xsec_token=ABWisClNFmqARLyjGMQCDx9UdpXi6Vl53vZFC-0lntqfQ=&xsec_source=pc_feed,['http://sns-webpic-qc.xhscdn.com/202511082006/b15a032dbcf2806b175465e77f433eb1/notes_pre_post/1040g3k831obier5ng6e05p9c0ndajfrpe5judi8!nd_dft_wlteh_webp_3'],
recommend,690b6802000000000700b5e9,猫好人贱,#这猫还是有点功夫的[话题]# #飞檐走壁的猫[话题]# #宠物成精了[话题]# #起飞的猫咪[话题]# #一张图证明猫好人坏[话题]#,1762355202000,5ab5d8c711be100f4b07c30c,43000,http://sns-webpic-qc.xhscdn.com/202511082007/1d0b4a1ec3077226be5d647395a2395d/1040g2sg31ogqlftt4skg4a3s0kccfgoc8ve44io!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/690b6802000000000700b5e9?xsec_token=ABPQBqEmrpMI0mhFbLXXbAxhy7xixyRIkm15jAeNiJVRU=&xsec_source=pc_feed,['http://sns-webpic-qc.xhscdn.com/202511082007/1d0b4a1ec3077226be5d647395a2395d/1040g2sg31ogqlftt4skg4a3s0kccfgoc8ve44io!nd_dft_wlteh_webp_3'],http://sns-bak-v1.xhscdn.com/stream/79/110/259/01e90b67da263008010370039a548e6593_259.mp4
recommend,69083d090000000007008d11,谁能想到这么简普的主页背后竟是传奇大佬！,相信梁老板没有人不认识吧[自拍R]今天要介绍的是DeepSeek掌舵人—梁文锋。 让人印象深刻的是，他曾在接受采访时说：“我不融资，我不上市，我不进美国市场，我要让美国人闭嘴...” 梁文锋，1985 年出生于广东湛江，17 岁考入浙江大学，本科、研究生均就读于信息与电子工程学系，拥有信息与电子工程学系本科和硕士学位，专注于机器视觉研究。 2008 年，梁文锋毕业后放弃进入大厂，独自投身量化投资领域，当时国内量化投资尚处萌芽阶段，质疑声不断，但他坚信量化投资之父西蒙斯 “一定有办法对价格建模” 的理念，经过两年艰苦钻研。2010 年，沪深 300 股指期货推出，他带领团队抓住机遇，自营资金突破 5 亿元。 —————————————————————— 2015 年，梁文锋与浙大校友共同创立幻方量化，立志打造中国顶级量化对冲基金。 2016 年，上线首笔 AI 驱动的实盘交易，随后全面实现交易策略 AI 化。 2019 年，资金管理规模突破百亿元，同年投资 2 亿元建成 “萤火一号” AI 算力集群。 2021 年，资产管理规模突破千亿大关，同年投入 10 亿元建设 “萤火二号”。 2023 年，梁文锋成立大模型公司 DeepSeek，正式进入人工智能领域。 2024 年 5 月，DeepSeek 发布 DeepSeek-V2。 2024 年 12 月 26 日，DeepSeek 宣布上线并同步开源 DeepSeek-V3 模型。 2025 年 1 月 20 日，DeepSeek 发布 DeepSeek-R1 模型，性能比肩 OpenAI o1 正式版。 2025 年，梁文锋入选美国《时代》杂志 “2025 年全球最具影响力 100 人” 榜单，还入选了《新财富》杂志 2025 新财富 500 创富榜第十名、美国《财富》杂志 “2025 年全球 100 位最具影响力的商界人士” 第七十二名等，同时他还参加了总理座谈会并发言[赞R] #从初学到传奇[话题]# #提升知名度[话题]# #向大佬学习[话题]# #流量也会成为一种力量[话题]# #大佬的自我修养[话题]# #一种很新的介绍方式[话题]# #互联网大厂[话题]# #量化[话题]# #量化招聘[话题]# #网络的力量[话题]#,1762174829000,5c9f4c130000000017027172,1470,http://sns-webpic-qc.xhscdn.com/202511082009/01fb3c8e3562339eb233fc001e864444/spectrum/1040g0k031odn5fom500g5n4v9g9lssbirnrfq70!nd_dft_wgth_webp_3,https://www.xiaohongshu.com/explore/69083d090000000007008d11?xsec_token=AB2gT_JazOCjsidORKz7p7cBHI7r9AHif7EUIQ4uw-Ec4=&xsec_source=pc_feed,"['http://sns-webpic-qc.xhscdn.com/202511082009/01fb3c8e3562339eb233fc001e864444/spectrum/1040g0k031odn5fom500g5n4v9g9lssbirnrfq70!nd_dft_wgth_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082009/bbd3a6f1fe14986bc0f1d6ebd9669a6f/spectrum/1040g0k031odn5fom50005n4v9g9lssbi0e5j4n8!nd_dft_wgth_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082009/fa2d2dd078259bba95b6132bac4ce900/spectrum/1040g0k031odnfm7g4q005n4v9g9lssbil42eev8!nd_dft_wgth_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082009/181b2f6d918405feece64c73a819c89a/spectrum/1040g0k031odnak5i52005n4v9g9lssbittejepg!nd_dft_wlteh_webp_3']",
movie_and_tv,6908c1950000000005039ce4,希望所有女生都拥有gumption,Kate这段真的非常有感染力，bgm也是恰到好处，让我感受到斩断过去开始新生活的力量，希望所有恋爱脑的姐妹都能有gumption及时止损。后面那段Amanda奔跑着去见Graham也是体现爱情的美好啊！哭包裘花真的太惹人怜爱了～裘花你真的魅力值太高！ 过段时间出个圣诞片单，这部也是非常非常适合圣诞看。 #恋爱假期[话题]# #圣诞电影[话题]##浪漫爱情电影[话题]# #电影分享[话题]# #裘德洛[话题]# #凯特温斯莱特[话题]# #今天看了这部电影[话题]#,1762181525000,57e659386a6a692795e5396e,14000,http://sns-webpic-qc.xhscdn.com/202511091305/b41b8f373659848bb8bb9801e9325b16/1040g2sg31of08q8sg66g48nb0rcjgebevi06sq8!nd_dft_wgth_webp_3,https://www.xiaohongshu.com/explore/6908c1950000000005039ce4?xsec_token=AB2gT_JazOCjsidORKz7p7cGV9yCQbuFCY5hGdgxPz1ps=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511091305/b41b8f373659848bb8bb9801e9325b16/1040g2sg31of08q8sg66g48nb0rcjgebevi06sq8!nd_dft_wgth_webp_3'],http://sns-bak-v6.xhscdn.com/stream/1/110/259/01e908c15722c459010370039a4a357d39_259.mp4
recommend,68e7d09d000000000301cf5f,三星📱有什么功能是你用了很久才知道的⁉️,[棒R]宝子们，你真的会用三星手机嘛？ 今天整理了三星手机隐藏功能合集分享给大家，每一个都巨巨巨好用，一起来试试吧～～ 记得🌟起来，免得搞忘了找不到嗷[得意R] #数码街区由我造[话题]# #个性化设置[话题]# #数码科技[话题]# #玩机技巧[话题]# #手机隐藏功能[话题]# #手机[话题]# #三星手机[话题]# #三星[话题]# #手机隐藏功能[话题]# #数码大玩家[话题]#,1760022685000,64b95974000000001403afbd,2208,http://sns-webpic-qc.xhscdn.com/202511082022/47461b4d4c89dce8286923f120ce3fa6/1040g00831ne2cb586m005p5pb5q57bttgtoos20!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/68e7d09d000000000301cf5f?xsec_token=ABEMjNGYWSex7r6etvVzXhwOJHuZq0r-Yp1dYEbU32xVE=&xsec_source=pc_feed,"['http://sns-webpic-qc.xhscdn.com/202511082022/47461b4d4c89dce8286923f120ce3fa6/1040g00831ne2cb586m005p5pb5q57bttgtoos20!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082022/d826c9b6cb74516b6626854595366826/1040g00831ne2cb586m0g5p5pb5q57btt2n7oht0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082022/758bca051759fc9cca555e14f0ccbced/1040g00831ne2cb586m2g5p5pb5q57bttcbruj4o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082022/1998891883b35882a42c081c14e1676e/1040g00831ne2cb586m105p5pb5q57btt933ckf0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082022/a92632c6b7bed4ede2c889c8b171a31c/1040g00831ne2cb586m1g5p5pb5q57btt55eh6t0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082022/73929bc670a3ddd886f3271e9e5a1805/1040g00831ne2cb586m305p5pb5q57bttqfqcfdo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082022/b5de849550ccf18293f2c829b94b55f4/1040g00831ne2cb586m405p5pb5q57bttok7ssa8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082022/8bd85b83466143aadecdcdf8f3d840f3/1040g00831ne2cb586m205p5pb5q57bttob7un48!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082022/cbd37949640acb834285b03f7b524c69/1040g00831ne2cb586m3g5p5pb5q57btt9f0b2co!nd_dft_wlteh_webp_3']",
household_product,643bc59b000000002702906e,木板改挂屏，只需15r,#老房改造[话题]# #小院改造[话题]# #挂屏[话题]# #diy[话题]# #改造前vs改造后[话题]# #烧箔[话题]# #家居美学[话题]#,1681638811000,6153fd750000000002023428,3129,http://sns-webpic-qc.xhscdn.com/202511100125/0553defcae0510d17a63d59fc4db4642/1000g0082bo8eqk8h406g5oajvlqgkd18mu7mmi8!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/643bc59b000000002702906e?xsec_token=ABAse9Xqyw0hCI-FBawdex8yv5X_dyxvkHyfeJEeMWcec=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511100125/0553defcae0510d17a63d59fc4db4642/1000g0082bo8eqk8h406g5oajvlqgkd18mu7mmi8!nd_dft_wlteh_webp_3'],http://sns-bak-v6.xhscdn.com/stream/110/259/01e43bc524793be70103700387897e1694_259.mp4
厌恶 / 恐惧损失,692717e7000000001e038566,🌛🪐记住这个日期！11月29日！错过要等一年💖,记住这个夜晚！💫11月29日日落后（美东时间19:08～01:15，北京时间约为11月30黎明3:00-6:00），一弯新月将与土星在西南天空最亲密相遇🪐这次星象交汇是本月最适合拍照的天空景象之一。 ✨天象预告： ▪️一轮皎洁的月牙 ▪️旁边的土星，像一颗淡金色的星星一样闪耀 🕰观看时间：11月29日日落后（美东时间19:08～01:15，北京时间约为11月30黎明3:00-6:00）即可观看，此时这对“双胞胎”将处于最高点，最容易看到。 🔭观测方式：无需望远镜！如果使用双筒望远镜或小型望远镜，会看到土星环的微光。 赶快走到户外，仰望这罕见的星际邂逅吧！💖 这是结束十一月观星之旅的完美时刻！ 🌙💫🪐 #月亮[话题]# #天象[话题]# #土星[话题]# #错过等一年[话题]# #晚安[话题]#,1764169703000,5bced1e138ba630001f632b0,1770,http://sns-webpic-qc.xhscdn.com/202511301335/28614d561fe6e67b1d7b7845445a5db1/1040g00831pbrgjqhis0g4bj0rt8u2clglaee9vg!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/692717e7000000001e038566?xsec_token=ABSYKizo2ZPZ6czsXkMk01kmrmnxzOInlhJMbzyJSDipI=&xsec_source=pc_search&source=unknown,['http://sns-webpic-qc.xhscdn.com/202511301335/28614d561fe6e67b1d7b7845445a5db1/1040g00831pbrgjqhis0g4bj0rt8u2clglaee9vg!nd_dft_wlteh_webp_3'],
社会比较,6630deed000000001e018dd5,在清华😇人和人的差距比人和狗还大,"P1里讲到的这位满分大佬就在我身边aaa！本人在期中周轻轻破防的时候，他在考虑一边弹琴一边跑代码[哭惹R]时间管理大师[皱眉R]P4，他一边弹琴给别人听，自己一边看派大星（什么可爱的设定）[皱眉R]在他旁边我只能灵魂叩问自己“我是谁，我在干什么” 这还没完，人家是双料国家集训队，目前十八岁已经上了两年大学，一门非专业课A-，其余课A和A+平分秋色。几乎每天跑五公里拉引体向上锻炼身体。 ok,fine. 在清华，人和人的差距确实比人和狗还大[doge] #清华联创计划[话题]# #我的春日生活大赏[话题]# #疯狂期中[话题]# #高效学习[话题]# #最强大脑[话题]# #精神状态[话题]#",1714478830000,642d4eae0000000011022666,3030,http://sns-webpic-qc.xhscdn.com/202511301508/58825587e72c98ee5194c91744f6f573/1040g008312826plal8605p1d9qn4c9j6bf07ebo!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/6630deed000000001e018dd5?xsec_token=ABVOK1odaeF6KjNktBea6n-z1JcmX3cqHsZvJKwpyc0ss=&xsec_source=pc_search&source=unknown,"['http://sns-webpic-qc.xhscdn.com/202511301508/58825587e72c98ee5194c91744f6f573/1040g008312826plal8605p1d9qn4c9j6bf07ebo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511301508/305033626da6bc2bff5ea1c6dd0d6d3b/1040g2sg3127dekdmko605p1d9qn4c9j6b8jijug!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511301508/a457f33f1e81e0bd69e6572f714ad69d/1040g2sg3127dekdmko4g5p1d9qn4c9j6mduar6o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511301508/3a95c761f6cdf7fd45a1236816590446/1040g2sg312ivo11ngedg5p1d9qn4c9j6sst9ui0!nd_dft_wgth_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511301508/dc962f091a26dd25db3159695cd9bd4d/1040g2sg3127dekdmko405p1d9qn4c9j64h5lg9g!nd_dft_wgth_webp_3']",
food,690876330000000005031a7d,交大食堂的权威我后知后觉（秋冬篇）,天冷了就应该吃暖暖的饭🍲 分享近期在交大食堂吃到的美食！ （小小部分校门口及外卖 P1:一餐一楼 红枣桂圆鸡😋 第一次吃惊为天人 咋这么好吃！肉很多汤很鲜，给的蔬菜也很多！暖暖的非常适合冷天（据说还是季节限定？ P2:环院创咖 冰淇淋吐司😋 只要3.5r！！！现烤的吐司片配香浓冰淇淋 冰淇淋口味会随机刷新🤤吐冰我将永远追随你 P3:五餐一楼东湖面馆 葱油拌面+小笼包😋 热乎乎的拌面很好吃 周中都有现炒的浇头 小笼包也很多汁 P4-5:一餐后清真餐厅 葱油拌面+新疆拌面+羊肉砂锅😋 推荐过很多次的美味餐厅 且性价比极高！现拉现下面条很有劲道 砂锅也是现煮的很热乎 还可以点烧烤吃 P6:一餐一楼 羊肉泡馍😋 最适合泡馍的温度到了！！羊肉汤特别特别暖和 泡馍丝吃特别好吃 P7:四餐一楼 烩面😋 也是现拉现下的烩面！和朋友吃给的肉还挺多 P8:哈乐餐厅 半只鸡😋 肉没有红枣桂圆鸡多 但只要9.9r P9:六餐二楼 伊诺餐厅😋 最喜欢吃伊诺的咖喱肉饼饭了！！特别香的咖喱 其他的也都很好吃 完全并非预制菜 （除了土豆牛腩配的面包报吃 P10:一餐一楼 印度飞饼😋 第一次吃学校食堂的飞饼 印度师傅现摊现飞 依旧追随香蕉飞饼 P11:四餐一楼 小炒肉😋 现炒的湖南小炒肉 特别香！！！就是排队要很久 P12:大田大排面 猪肝拌面+三鲜面😋 思源门外的地道面馆 拌面特别香（三鲜面据说也很好吃）！！猪肝面买券和食堂价格差不多 自助台的土豆丝也很开胃 P13:吉姆利德😋 虽然个人觉得不如伊诺 但吉姆利德的披萨可以拉丝好评！意面和薯条也很好吃 很想吃蒜香牛骨肉但好像去早了还没有 P14:囧烧😋 冬天的美味烤串！炒方便面也很美味 P15:满甜心麻糍😋 芒果好大一块！ 思源门外新开的另一家麻糍店也好吃！ P16-17:煲珠公 贝贝南瓜牛奶😋 近期最爱的饮品！！！！！！！！！！！ 热饮就是无糖南瓜奶的味道 青稞也很好吃不甜 完全可以无负担喝 小料的南瓜泥也是很健康的味道 配上面包/馒头非常美味！ P18:达美乐😋 36.9r就能拥有两个九寸披萨！！ #上海交通大学[话题]# #女大学生[话题]# #大学食堂[话题]# #大学生在校吃饭[话题]# #美食分享[话题]# #食堂[话题]# #校园里的美食[话题]# #食堂打卡[话题]# #美食[话题]# #小红书校园日记[话题]#,1762162227000,5cd15158000000001100d576,1468,http://sns-webpic-qc.xhscdn.com/202511082206/23ad5d63b1715618ec6fd816f7b695d4/notes_pre_post/1040g3k031odulc8c6m005n6ha5c49lbmj0v9hqo!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/690876330000000005031a7d?xsec_token=AB2gT_JazOCjsidORKz7p7cBDLhb9KieYoStWZyorkN3M=&xsec_source=pc_cfeed,"['http://sns-webpic-qc.xhscdn.com/202511082206/23ad5d63b1715618ec6fd816f7b695d4/notes_pre_post/1040g3k031odulc8c6m005n6ha5c49lbmj0v9hqo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/8dd68f932cbe26d751aa96e580c8408a/notes_pre_post/1040g3k031odulhnf6g005n6ha5c49lbmfbi05j0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/451441967d835a3dd324a28ab6422f5a/notes_pre_post/1040g3k031odulhfdmg005n6ha5c49lbm4o1mksg!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/30b3a9dae45533d2a5bc226babad2a58/notes_pre_post/1040g3k031odulh1a58005n6ha5c49lbmibt7sj0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/48f2dff2f71bddcfbd9e87dc18072c27/notes_pre_post/1040g3k031odulcql06005n6ha5c49lbmpk50k18!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/1b29d7a8c90174809c6b5d5a802eb8c5/notes_pre_post/1040g3k031odulgjf5m005n6ha5c49lbmcjgso7o!nd_dft_wgth_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/643e881f3ebe5d553a6b6a8acc27ab21/notes_pre_post/1040g3k831odulghg6m005n6ha5c49lbmdfj5898!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/99193304ff3a4766ce93def7aa473e0c/notes_pre_post/1040g3k031odulga0g6005n6ha5c49lbmvbgfe2o!nd_dft_wgth_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/8531531f4589db2331560f730885fcb1/notes_pre_post/1040g3k031odulfr2l8005n6ha5c49lbmku21uag!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/0ada8f124e2266a069d5d5b4be9dee0d/notes_pre_post/1040g3k831odulfobg6005n6ha5c49lbm7s6l5a0!nd_dft_wgth_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/40f28d0dc3c666dd90e6dd89ec1fdb72/notes_pre_post/1040g3k031odulf8u6g005n6ha5c49lbmmjd9mf8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/a34a55d5d3f47f984abe10787fda547e/notes_pre_post/1040g3k031oduleq0mm005n6ha5c49lbmjiknn88!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/9bf3f43140909163eb2f36648a2c13b7/notes_pre_post/1040g3k031oduleb06m705n6ha5c49lbmlgh0i1g!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/eb4f34ffd355ab4909565541ec453b66/notes_pre_post/1040g3k031odule3a6g005n6ha5c49lbmkb4gla0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/7fda2158cf601fc221c9ee868ac6e324/notes_pre_post/1040g3k031oduldrt58005n6ha5c49lbm96cmeco!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/54684329fda66f983b5166cc0291e1da/notes_pre_post/1040g3k031odulde9lm005n6ha5c49lbmekm1dbo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/b462146fa7122fc67be415aebf2016d2/notes_pre_post/1040g3k831oduldcrlm005n6ha5c49lbmto45e7o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082206/39f83205923d58f16a396ce975b11d1e/notes_pre_post/1040g3k831odqj700mgj05n6ha5c49lbmdb476a0!nd_dft_wlteh_webp_3']",
household_product,68fe28dd000000000701500a,网上很火的高端下饭菜到底有多高端,热爱美食和洗碗机更配！ 海尔水精灵洗碗机W5000Plus+，更懂国人生活需求的人性化洗碗机 #美食测评[话题]##下饭菜[话题]##洗碗机[话题]##海尔洗碗机[话题]##海尔麦浪洗碗机[话题]##海尔W5000洗碗机[话题]# #海尔W5000Plus洗碗机[话题]##海尔双面洗洗碗机[话题]##嵌入式洗碗机[话题]##海尔智慧科技尽享生活主场[话题]#,1761488627000,5e9bd5fc0000000001005b8d,27000,http://sns-webpic-qc.xhscdn.com/202511100140/ad6d6db1bcc68df93323917e6d7d784c/1040g2sg31o3rsnrf50e05nkrqnu08msdn54g1o0!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/68fe28dd000000000701500a?xsec_token=ABiFhxZtOuhij7iUuJLEdu_k77sj3ZHd5lR1VbM4rWU6k=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511100140/ad6d6db1bcc68df93323917e6d7d784c/1040g2sg31o3rsnrf50e05nkrqnu08msdn54g1o0!nd_dft_wlteh_webp_3'],http://sns-bak-v6.xhscdn.com/stream/79/110/259/01e8fe28d82a9048010370039a20d279cc_259.mp4
