post_id,title,1,2,3,4,5,6,7,8
69060628000000000400732e,京爷即将到期，转生成沪爷，笑～,0,0,0,0,0,1,1,0
690b6802000000000700b5e9,猫好人贱,0,0,0,0,1,0,0,0
690db921000000000700391f,在学校里面虚假的有钱VS真正的有钱,0,0,1,0,1,0,1,0
68f3b8f5000000000700322e,生长痛（一些少年心事）,0,0,1,0,0,0,0,0
68ee072a000000000400549e,惊呆了！全文都是脏话的论文获得极佳并发表,0,0,0,1,1,0,0,0
690de9c7000000000401502d,终于终于换掉了！！！,0,0,1,0,0,0,0,0
69083d090000000007008d11,谁能想到这么简普的主页背后竟是传奇大佬！,0,0,0,1,1,0,0,0
69097ba90000000005010927,当朋友嫌弃我手机屏幕小时,0,0,1,0,1,0,0,0
690466d9000000000301c66a,京沪牛马专列上的高级牛马,0,0,0,0,0,1,0,0
69007c740000000007001957,到底是谁可以体面吃完大象三明治,0,0,1,0,0,0,0,0
68eb873800000000040078d9,上海还是太超前了...虹桥机场飞深圳等候区,0,0,1,1,0,0,0,0
690b8065000000000300d129,字节最被期待创业的人离职了,0,0,1,1,0,0,0,1
68f99c5900000000030399f2,提升网感，每日一次主播赏析,0,1,0,0,0,0,0,0
68ecb9fe0000000007036a9d,下个月的苏州，将迎来封神级别的中式秋景🍁,0,0,0,1,0,0,0,0
68e7d09d000000000301cf5f,三星📱有什么功能是你用了很久才知道的⁉️,1,1,1,0,0,1,0,0
68ecbb9200000000040168cc,来上海就为了这10秒！好强的宿命感BGM,0,0,1,1,0,0,0,0
68e7cb4b000000000302047d,华为天才少年计划面经 (已通过),0,1,0,0,0,0,0,1
68ec6216000000000300c1a7,我对租客非常不好意思，其实人家很开心,0,0,1,0,1,0,0,0
68e8d7c60000000003023916,这就是北京‼️都市感真正的天花板🥺🥺,0,0,0,1,0,0,0,0
68fb9cc0000000000301912f,45块钱买了个破烂,0,0,1,0,1,0,0,0
68ec7c130000000007033614,上海5块钱以下的快乐……,0,1,1,0,0,0,0,0
690de3d20000000007000bf0,越夜越美：出门约会带啥捏,0,1,1,0,0,0,0,0
690dc5fe000000000700c0ba,装优雅真累 幸好我是真优雅,0,0,1,0,1,0,0,0
68fe097f0000000003023094,民族风吹向新征程,0,0,0,0,0,1,0,0
690deb63000000000302cdd4,我会变成很会赚钱的女人，你也是。,0,1,0,0,0,1,0,0
690c386f00000000030359af,在中国路过一家神奇的店,0,0,1,1,0,0,0,0
690876330000000005031a7d,交大食堂的权威我后知后觉（秋冬篇）,0,0,1,0,0,0,0,0
69097241000000000302e382,上海12个极品外卖,0,1,0,0,0,0,0,0
68fedb9f0000000007017125,上海花的最值的8🦟。。。。,0,1,1,0,0,0,0,0
68f1edc4000000000503030f,实习日记｜挑战10块钱做饭第四百零二顿,0,1,0,0,0,0,0,0
68fb2cd6000000000402969c,绿茶用完了我的东西，还嫌弃它是垃圾！！！,0,0,1,0,1,0,0,0
690daf9d0000000003013986,看了1000张仕女图‼️方圆脸本命…修容提亮法！,0,1,0,0,0,1,0,1
690dd10a0000000003021319,21w人想看的妆教它来了,0,1,0,0,0,0,0,1
690d909c000000000700e419,单眼皮淡颜快速出门妆💨3min跟练！新手易学！,0,1,0,0,0,1,0,0
6903489a000000000402a738,能做书模的女人，又怎么会丑！！,0,0,0,0,0,0,0,0
6908c1950000000005039ce4,希望所有女生都拥有gumption,0,0,1,0,0,1,0,0
68fc47ec00000000040178f8,金靖演我拿证第一天开车上路😂,0,0,1,0,0,0,0,0
690acb79000000000301274e,领工资这块，彭于晏把我演的很到位,0,0,1,0,0,0,0,0
690aa5ff000000000300f702,2026年请假调休攻略来了！（附性价比）,0,1,0,0,0,0,0,0
690855500000000005010e87,MKT，哪里来的优越感啊？,0,0,1,0,0,1,0,0
690c854e0000000004015694,古代奴隶vs现代奴隶,0,0,1,0,1,0,0,0
69087a27000000000703368d,我为什么超长期看好教培，并从字节裸辞Al,0,1,1,0,0,1,0,0
6904aacb0000000004013342,请假一天在酒店偷偷给男朋友准备生日惊喜,0,0,1,0,1,0,0,0
69104af10000000004001773,所有觉得自己丑的女生建议反复观看,0,0,1,0,0,1,0,0
690a12b900000000030375f6,那天陪爷爷去试助听器，他突然哭了。,0,0,1,0,0,0,0,0
69073a04000000000300edac,两广霸总vs东北霸总,0,0,1,0,1,0,0,0
643bc59b000000002702906e,木板改挂屏，只需15r,0,1,0,0,1,0,0,0
690b11f50000000007014ac3,餐边柜收纳改造新思路｜颜值+功能双在线,0,1,0,0,0,0,0,0
68fe28dd000000000701500a,网上很火的高端下饭菜到底有多高端,0,0,1,1,1,0,0,0
690f2e5b00000000050312a7,妈妈说只能买一个…,0,0,1,0,1,0,0,0
691151f4000000000302eaa6,北京最抽象的景点没有之一。。。😅😅😅,0,0,1,1,0,0,0,0
690a27140000000007020ef4,健身前 VS 健身后,0,0,1,0,1,0,0,0
690f59da0000000007000a57,好牛！网友们的健身邪修Tips！,0,1,0,1,0,0,0,0
6911d0520000000003036a4e,人要淡淡的 肌肉帅帅的,0,0,1,0,1,0,0,0
692717e7000000001e038566,🌛🪐记住这个日期！11月29日！错过要等一年💖,1,0,0,0,0,0,0,0
621b877900000000010295c0,太爽了吧！超厉害的省钱秘密！看完省下一个亿,0,1,0,1,0,0,0,1
67766d2d000000000900d034,一定要看到最后，有惊xi,0,1,1,0,0,0,0,0
65ce4d3e000000000700471d,留学博主必看‼️甜妹讲干货！日常吸粉76w,0,1,1,0,0,1,0,1
6630deed000000001e018dd5,在清华😇人和人的差距比人和狗还大,0,0,1,0,1,1,1,0
656d9b72000000003803510e,追求幸福：哈佛大学的开创性研究（1）,0,1,0,0,0,0,0,1
