post_id,title,1,2,3,4,5,6,7,8
63fe2ed60000000011011e91,会计转行摆摊的第7天,0,0,0,0,1,0,0,0
640747000000000013016c25,原来恋爱脑➕粘人精是纯爱顶配啊,0,1,0,1,0,1,0,0
640ab298000000001301379c,怎么回事呀！又有书生气又有小心机的感觉！,0,0,0,0,1,0,0,0
640d697200000000270114bb,经济周期与职业选择1,0,0,0,0,1,0,0,0
6411cbdb00000000140262e1,160/120救…直接眼前一亮！🥀美哭了老婆们！！,0,1,0,0,0,0,0,0
641558710000000027011b39,夏日甜酷背心🕶️复古又小众,0,1,0,0,0,0,0,0
64158e1f000000000800ee01,关于我在广州一天喝了十几碗糖水这件事……,0,0,1,0,0,0,0,0
6437b3a0000000001300704f,我在马来西亚丢了东西，却捡了个爷爷,0,0,1,0,1,0,0,0
643a8728000000001203e7a0,172 48｜pp home测评来啦✨共计13件！！,0,1,0,0,0,0,0,0
643b875a0000000027003222,土耳其伊斯坦布尔·土耳其1861甜品店,0,1,0,0,0,0,0,1
643bf6e800000000270033a3,教招-心理学口诀,0,1,0,0,0,0,0,0
643fd70800000000110101fe,春夏氛围感套装分享🍊,0,1,0,0,0,0,0,0
64424ad4000000000703a5b9,泰兰德vlog｜不做攻略的出游🇹🇭,0,1,0,0,0,0,0,0
644333be000000001203f517,做饭笔记📒｜女朋友今天随便吃点🔥江西菜,0,1,0,0,1,0,0,0
64562fcd0000000013031071,K门永存！❛‿˂̵✧,0,0,0,0,0,1,0,0
645a1aec00000000130319c0,粉丝投稿衣服测评,0,1,0,0,0,0,0,0
645a4e3300000000140246f1,千万别一味的追求瘦瘦瘦，大脑也瘦瘦瘦,0,0,0,0,1,0,0,0
645c6a25000000001303758b,一年级👧｜跟着课本去旅游✈️首站天安门‼️,0,0,0,0,0,1,0,0
6475ce9d00000000130081e2,大疆 Action5 配件分享|脖挂、三脚架,0,1,0,0,0,0,0,0
64773fab00000000270109df,62岁，我还能当几年教练,0,0,1,0,1,0,0,0
64844c59000000000703a756,来咯水手服分享,0,1,0,0,0,0,0,0
648485340000000011013db1,这辈子有很多身份，只有女儿最好当❤️,0,0,0,0,0,1,0,0
648708160000000013032868,💰不要带朋友上路，要在路上遇到朋友,0,1,0,0,0,0,0,0
64897aab0000000013001987,心态永远是你最好的风水,0,1,0,0,0,0,0,0
648af1960000000014026ec8,➗谷打包分享,0,1,0,0,0,0,0,0
64a37d3d000000001e012f48,我怎么才发现这种吃法😭,0,0,1,0,0,0,0,0
64aa85c8000000003102caaf,🍉西瓜冰柠茶｜不愧是夏日必喝榜第一名！,0,1,0,1,0,0,0,1
64accbbf000000000f00efcf,泉州旅游海边推荐,0,0,0,0,0,1,0,0
64ad3419000000001e018bf1,不辣 就是口渴,0,0,1,0,0,0,0,0
64aea86d000000003102f3f4,你无法升职的原因就是：无用的责任感太强！,0,1,0,0,0,0,0,0
64b36423000000003401653c,某些老师的下头行为,0,0,1,0,0,1,0,0
64b3cd21000000001e01a5ac,花艺视频课ᴅᴀʏ 84🔮 亚克力花盒也太高级了！,0,1,0,0,0,0,0,0
64b3e14600000000120121bf,做100道云南菜061｜玉溪风味凉卷粉,0,1,0,0,0,0,0,0
64b94816000000001201a5e2,35岁不上班｜在小红书上分享小花园的动力？,0,0,1,0,0,0,0,0
64bbabf8000000000103ef43,我只吃适合中国宝宝体质的omakase,0,0,1,0,0,1,0,0
64bc9a9e000000000103fd8f,奶油极简卧室实景落地｜卧室隔断设计,0,1,0,0,0,0,0,0
64be1df3000000000c037dfd,给姐姐做饭,0,0,0,0,0,1,0,0
64c1018d00000000100323c6,鲨鲨带你逛埃及！！！,0,1,0,0,0,0,0,0
64c1ba3e0000000012018908,今天我爸是村里最靓的仔，捡鸡枞像开挂一样,0,0,0,0,1,0,0,0
64c215710000000017018559,【公基5000题】每日一练2023.7.30,0,1,0,0,0,0,0,0
67ba9e5b000000002a00d99e,"别人家的天花板,专属总裁的家",0,0,0,0,1,0,0,0
67c5a4100000000029014b40,女生越混越差的7个原因，看看你中招了没,0,0,1,0,0,1,0,0
680cee10000000001d020af7,她是被官方认定拥有老奸巨猾标签的颜值美女,0,0,0,0,0,0,0,1
68ec779e000000000703230c,我们一起经营起来的小日子,0,0,0,0,0,1,0,0
68ecb9fe0000000007036a9d,下个月的苏州，将迎来封神级别的中式秋景🍁,0,0,0,1,0,0,0,0
68f0a7560000000005039d97,在意大利感叹人类文明怎么可以繁荣成这样🥹,0,0,0,1,0,0,0,0
68f0e822000000000700a9b1,宿舍通宵游戏哥,0,0,0,0,0,1,0,0
68f1edc4000000000503030f,实习日记｜挑战10块钱做饭第四百零二顿,0,1,0,0,0,0,0,0
68f2246c0000000004029e47,为什么有的人生活费才两三千却过得很潇洒啊,0,0,0,0,1,1,1,0
68f3f6eb0000000007020b9a,小红书怎么就莫名其妙地战胜了抖音？,0,0,1,0,0,0,0,0
68f774fd000000000302ea35,上海秋天Citywalk！！太好拍🍁…（附地址）,0,1,0,0,0,0,0,0
68f88c100000000004028974,担心你们错过的枫叶秘境🍁所以我继续分享,0,1,0,0,0,0,0,0
68f88e7d000000000301e056,我的脸 没有代餐 2.0,0,0,0,0,0,0,1,0
68f890e70000000004014c0b,再发一次，没想到真的这么好吃😭,0,1,0,0,0,0,0,0
68f9ad270000000005000258,已结缘,0,0,0,0,1,0,0,0
68fa3f7c0000000007036e69,提高精神质量第一步-卸载短视频软件,0,1,0,0,0,0,0,0
68fb486e0000000005032fa0,留学vLoG｜放纵后的快速掉秤🔜液断+早起健身,0,0,0,0,0,1,0,0
68fc1e27000000000703bacc,上海这些好看的小房子到底是谁在住啊……,0,0,0,0,0,0,1,0
68fc3585000000000700b2d4,vogue 晚宴上的满天星让我以为是满头珠宝,0,0,0,0,1,0,0,0
68fdb444000000000503a622,老子当年为了你放弃了车银优,0,0,1,0,0,0,0,0
68fde320000000000402029f,清炖牛肋条+万能蘸料🔥大口吃肉的快乐❗️,0,1,0,0,0,0,0,0
68fe4b390000000007034fdb,有些人一辈子都当不了站姐,0,0,0,0,0,1,0,0
68ff0a4b000000000301c9d5,二十九岁精英女律师邂逅十九岁体育生弟弟,0,0,1,0,1,1,0,0
68ff54f3000000000702351e,该怎么跟他解释 这真的不是猫爬架！,0,0,0,0,1,0,0,0
68ff59760000000007002f98,一个女生的饭量,0,0,0,0,1,1,0,0
