post_id,title,1,2,3,4,5,6,7,8
63f6e3330000000013010a72,写小说必备工具：专治词汇量匮乏，文笔不好,0,1,0,0,0,0,0,0
63f8c49300000000270018eb,“乡村振兴”话题范文积累,0,0,0,0,0,0,0,0
63fb616b000000001303f1a3,麻了麻了已经无从下手了家人们,0,0,0,0,0,1,0,0
63fc5bfb000000000800fa66,长期以来，我们的教师观多少有些问题,0,0,0,0,0,0,0,0
63fd950d0000000013004d3c,🈲绝对不能和同事说的8句话❗职场社交禁,1,1,1,0,0,0,0,0
63fe2ed60000000011011e91,会计转行摆摊的第7天,0,0,0,0,1,0,0,0
64068c990000000014026d70,公务员面试：帮忙帮出了麻烦怎么办？,0,0,0,0,0,0,0,0
6406cf180000000013033ea6,教资科二超高频考点,0,1,0,0,0,0,0,0
6407526d000000001300be22,5篇笔记涨粉10w，我做梦都不敢这么想,0,1,0,1,0,0,0,0
6408a15d0000000027013919,实习报告怎么写 | 阿欢给你一步到位✨,0,1,0,0,0,0,0,0
640a6bc600000000130352a3,职场人设是个好东西,0,0,0,0,0,0,0,0
640a8a150000000013000408,教资语文科三案例分析题模板,0,1,0,0,0,0,0,0
640b2baf0000000013011ad5,每个月做好账记得会计科目自查 新手收藏🔥,0,1,0,0,0,0,0,0
640bd83a00000000130036bd,周末大饭店复工,0,0,0,0,0,0,0,0
640c1588000000002701246b,教招必看🔥2分钟自我介绍示范💯,0,1,0,0,0,1,0,0
640d697200000000270114bb,经济周期与职业选择1,0,0,0,0,1,0,0,0
640dabb5000000001300a2e5,法学生是不是应该趁年轻多学一门技术工种,0,0,1,0,0,1,0,0
6411e845000000001303ea00,学艺术的出路，月入3w的搞钱思路,0,1,0,0,0,1,0,0
64128e8b0000000013031e92,教程来啦~ 壁纸制作教程 班级文化,0,1,0,0,0,0,0,0
6412979e000000001300b015,关于报班的想法（结构化面试）,0,0,0,0,0,0,0,0
641572fc000000001303d49c,我好像真正爱上了做律师,0,0,0,0,0,0,0,0
6417f52e000000001203177b,迪士尼跟拍📷拍成这样收199值吗,0,0,1,0,0,0,0,0
641af1f400000000070395b8,米姐带你看热点丨雷锋精神倡议书,0,0,0,0,0,0,0,0
641eeb4c0000000011013ecf,同事间的彩虹屁，如何清新不油腻,0,0,0,0,0,1,0,0
641fb79a0000000027003044,在人最少的时候来参加粉笔模考,0,1,0,0,0,0,0,0
64205a7a0000000013015e27,chatgpt的反向调教,0,1,0,0,0,0,0,0
64227de80000000011010a2e,分享一下我学时政的渠道 不花钱！！,0,1,0,0,0,0,0,0
64236f16000000002702a0f7,你上班怎么摸鱼的,0,0,1,0,0,1,0,0
6424e49f0000000013008be6,全英Vlog | 纽约打工人我呀终于攒钱买车啦~,0,1,0,0,0,1,0,0
642567680000000027029e48,伦敦打工人溜回🇨🇳鹤岗办公的快乐谁懂啊！,0,1,0,0,1,1,1,0
