post_id,title,1,2,3,4,5,6,7,8
640747000000000013016c25,原来恋爱脑➕粘人精是纯爱顶配啊,0,1,0,1,0,1,0,0
640b2a29000000002702992f,如何激发他对你的分享欲？,0,1,1,0,0,1,0,0
64113a770000000007038ae2,勇敢和crush打直球！！第3️⃣弹,0,0,0,0,0,0,0,0
6411b18200000000270100c5,精准拿捏：我好像快成恋爱高手了2,0,1,0,0,1,1,0,0
6411c6ed000000001203eee8,有爱真好,0,0,0,0,0,0,0,0
641bbbb0000000001203d96c,每天都有睡前情话也太幸福了叭🌷🌷,0,1,0,0,0,1,0,0
641c078b000000001303d8f8,亲情怎么写最刀,0,0,1,0,0,0,0,0
641d7014000000002700342b,当crush不小心看到了我的小红书收藏夹。。。,0,0,1,0,0,0,0,0
644252450000000027010b85,离婚后越来越快乐，怎么办啊哈哈哈,0,1,0,0,0,0,0,0
64562d9a0000000013036f38,晴宝终于和姐姐见面了，吃火鸡面被逮个正着,0,0,0,0,0,0,0,0
64622039000000001300fb13,约会vlog｜冷战后的首次约会是什么体验,0,0,1,0,0,0,0,0
646235960000000014026314,回国陪妈妈过母亲节~,0,0,0,0,0,0,0,0
6466e9e300000000130330e6,当我弟和男友的班草弟弟是6年同学…癖好篇,0,0,1,0,1,0,0,0
646754430000000013008239,男女最容易聊出感情的话题，520用啊冲冲冲❤️,0,1,0,0,0,0,0,0
64684e800000000027028bf3,小情侣的问答（一）,0,0,0,0,0,0,0,0
646dec65000000001300852a,我有一个当事人轻  生了,0,0,0,0,0,0,0,0
64701df40000000013004f8d,我们穿越平行时空了？！,0,0,1,0,0,0,0,0
64748949000000000703bdb9,提升桃花缘的3个小tips！学会了嘛！,0,1,1,0,0,0,0,0
64748f0a00000000270280e0,“被爱就像有了靠山”,0,0,0,0,0,0,0,0
647853cb0000000007038c28,🇨🇳🇬🇧异国恋重逢！以后再也不分开了呜呜,0,1,0,0,1,1,0,0
647b0543000000001203278e,背叛后能真正回归家庭的，只有2种男人！,0,0,1,0,0,0,0,0
647c19e0000000000800f0eb,你是一只小猪🐷,0,0,0,0,0,0,0,0
647dba5f0000000011012480,他本来想调整坐姿，但是我的头一靠上去,0,0,0,0,0,0,0,0
648003050000000011011068,格鲁吉亚老婆怀孕,0,0,0,0,0,1,0,0
64845d830000000013002235,和韩国男友的沙雕日常1.0😛,0,0,0,0,0,1,0,0
64846e3500000000130368fe,中午给上班的老公送饭来了,0,0,0,0,1,0,0,0
648485340000000011013db1,这辈子有很多身份，只有女儿最好当❤️,0,0,0,0,0,1,0,0
64884d880000000014027e8b,人生建议， 别去猜一个男生是不是喜欢你,0,0,0,0,0,0,0,0
